id: 0x4f4, data: ['0x00', '0x00', '0x00', '0x00', '0x7d', '0x00', '0x00', '0xee'], timestamp: 1723602079.8425741
id: 0x6db, data: ['0x52', '0x00', '0x7f', '0x8e', '0xa5', '0x00', '0x83', '0xbf'], timestamp: 1723602144.9690738
id: 0x174, data: ['0x00', '0x20', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602144.994574
id: 0x5d4, data: ['0x00', '0x00', '0x00', '0xe5', '0x3e', '0x00', '0x00', '0x00'], timestamp: 1723602145.0200737
id: 0x449, data: ['0xa0', '0x00', '0x0c', '0x00', '0x00', '0x00', '0x29', '0x7e'], timestamp: 1723602145.0455737
id: 0x4e5, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0xf4', '0x5b', '0x00'], timestamp: 1723602145.0720766
id: 0x26c, data: ['0x00', '0x37', '0x00', '0x00', '0x00', '0xb2', '0xa6', '0x00'], timestamp: 1723602145.0975773
id: 0x685, data: ['0x4b', '0xac', '0x1b', '0x00', '0x29', '0xca', '0x00', '0xbe'], timestamp: 1723602145.123074
id: 0x548, data: ['0x39', '0x00', '0x00', '0xc4', '0x5f', '0x00', '0x00', '0x9b'], timestamp: 1723602145.1475737
id: 0x292, data: ['0x00', '0x00', '0x09', '0xd0', '0x2e', '0xa5', '0x63', '0x7e'], timestamp: 1723602145.1725738
id: 0x651, data: ['0x00', '0x00', '0x00', '0xa6', '0xb8', '0x00', '0xcb', '0x93'], timestamp: 1723602145.1995735
id: 0x4be, data: ['0x00', '0xfa', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602145.2255738
id: 0x4a5, data: ['0x00', '0xea', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602145.2520735
id: 0x54b, data: ['0x00', '0xcb', '0x00', '0x9e', '0xe3', '0x00', '0xc0', '0x00'], timestamp: 1723602145.2775738
id: 0x189, data: ['0x00', '0x29', '0x43', '0xa9', '0x1e', '0xdf', '0x00', '0x37'], timestamp: 1723602145.302074
id: 0x1b2, data: ['0x00', '0x00', '0xe1', '0x00', '0x00', '0x15', '0x00', '0x59'], timestamp: 1723602145.3270738
id: 0x263, data: ['0x7e', '0xee', '0x00', '0x43', '0xfc', '0x73', '0x75', '0x66'], timestamp: 1723602145.3525736
id: 0x5d6, data: ['0x44', '0x00', '0xa8', '0xf3', '0x89', '0x00', '0xef', '0x3d'], timestamp: 1723602145.378574
id: 0x776, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xd5', '0x00'], timestamp: 1723602145.4040735
id: 0x3b8, data: ['0x00', '0xd8', '0x00', '0x00', '0xce', '0x5b', '0x00', '0x64'], timestamp: 1723602145.4290736
id: 0x161, data: ['0x75', '0xe1', '0x00', '0xb1', '0x13', '0xf7', '0x9c', '0xc7'], timestamp: 1723602145.4545739
id: 0x7e4, data: ['0xf3', '0xa2', '0xf4', '0x24', '0xe9', '0x2b', '0x06', '0x37'], timestamp: 1723602145.4795754
id: 0x381, data: ['0x3b', '0x91', '0x00', '0x00', '0x0a', '0x00', '0xdc', '0x00'], timestamp: 1723602145.5050733
id: 0x7d0, data: ['0x31', '0xb6', '0x77', '0x1c', '0x82', '0x5b', '0xb8', '0xcb'], timestamp: 1723602145.531574
id: 0x0ba, data: ['0x41', '0x69', '0xbc', '0x80', '0x5b', '0x00', '0x83', '0xac'], timestamp: 1723602145.555574
id: 0x525, data: ['0x00', '0x0f', '0x61', '0xa0', '0x67', '0x59', '0x70', '0x5e'], timestamp: 1723602145.5805738
id: 0x22d, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x65', '0x00', '0x5a'], timestamp: 1723602145.6060736
id: 0x3b0, data: ['0x56', '0x00', '0x0c', '0x00', '0x1e', '0x00', '0x65', '0x57'], timestamp: 1723602145.631075
id: 0x087, data: ['0xbb', '0x01', '0x8e', '0x92', '0xab', '0xab', '0x43', '0x89'], timestamp: 1723602145.6560738
id: 0x721, data: ['0x00', '0xb1', '0x00', '0x90', '0x00', '0x00', '0x4a', '0x00'], timestamp: 1723602145.6820738
id: 0x682, data: ['0x00', '0x00', '0x74', '0x52', '0x14', '0xed', '0x6c', '0xd2'], timestamp: 1723602145.7080743
id: 0x56c, data: ['0x00', '0x9c', '0x52', '0x51', '0xa2', '0x58', '0x50', '0xe8'], timestamp: 1723602145.7340736
id: 0x7d6, data: ['0xeb', '0x00', '0xc5', '0xdc', '0x00', '0x09', '0x6e', '0x66'], timestamp: 1723602145.7595742
id: 0x435, data: ['0x00', '0x60', '0x8b', '0xa9', '0x00', '0x0f', '0x6e', '0x91'], timestamp: 1723602145.7845738
id: 0x469, data: ['0x00', '0x00', '0x4a', '0xcb', '0x00', '0x00', '0xd7', '0x00'], timestamp: 1723602145.8090737
id: 0x1ed, data: ['0x00', '0x00', '0x00', '0x00', '0x98', '0xcc', '0x00', '0x00'], timestamp: 1723602145.835074
id: 0x6d7, data: ['0xa8', '0x14', '0xe8', '0x9e', '0x00', '0x23', '0x23', '0xa8'], timestamp: 1723602145.860574
id: 0x31b, data: ['0xd1', '0x4e', '0x00', '0x00', '0x00', '0x00', '0x8b', '0x7a'], timestamp: 1723602145.8840737
id: 0x326, data: ['0xab', '0x00', '0xc2', '0x00', '0x00', '0x00', '0x01', '0x00'], timestamp: 1723602145.9090765
id: 0x3ca, data: ['0x12', '0x00', '0x65', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602145.9350734
id: 0x527, data: ['0x00', '0xaf', '0x00', '0x00', '0x1c', '0x77', '0x61', '0x00'], timestamp: 1723602145.9635735
id: 0x23b, data: ['0xb8', '0x12', '0x00', '0x00', '0x00', '0x6d', '0x00', '0xf9'], timestamp: 1723602145.989574
id: 0x74d, data: ['0x00', '0x00', '0xa3', '0x00', '0x44', '0xa5', '0xb0', '0x00'], timestamp: 1723602146.0160737
id: 0x0f9, data: ['0x00', '0x00', '0x00', '0x8d', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602146.0415735
id: 0x005, data: ['0x00', '0x00', '0xe8', '0x3f', '0x23', '0x8f', '0xe4', '0x00'], timestamp: 1723602146.0660737
id: 0x364, data: ['0x00', '0xbe', '0x00', '0x11', '0x2a', '0x00', '0xe8', '0x3b'], timestamp: 1723602146.0910738
id: 0x542, data: ['0x00', '0x00', '0x9f', '0x7c', '0x00', '0x46', '0x00', '0x00'], timestamp: 1723602146.1150737
id: 0x28a, data: ['0x00', '0xdc', '0x97', '0xe2', '0x00', '0x55', '0xb7', '0x44'], timestamp: 1723602146.1405737
id: 0x658, data: ['0x1d', '0x7e', '0x87', '0xd3', '0x1f', '0x53', '0x7f', '0x00'], timestamp: 1723602146.1660736
id: 0x73a, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x14', '0x00', '0xf5'], timestamp: 1723602146.1910732
id: 0x5d5, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x48', '0x00', '0x92'], timestamp: 1723602146.216573
id: 0x5ae, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0xa2', '0x00', '0x57'], timestamp: 1723602146.2435765
id: 0x687, data: ['0x51', '0x35', '0x6f', '0x4b', '0x8e', '0x93', '0x3f', '0x59'], timestamp: 1723602146.2710779
id: 0x13c, data: ['0xc1', '0x00', '0x00', '0x00', '0x47', '0x00', '0x00', '0x00'], timestamp: 1723602146.2995756
id: 0x533, data: ['0x84', '0xa9', '0x00', '0x51', '0xd2', '0x39', '0x2d', '0x8b'], timestamp: 1723602146.327074
id: 0x3e6, data: ['0xaf', '0x00', '0x66', '0xc3', '0xfc', '0xf0', '0xe2', '0xed'], timestamp: 1723602146.352574
id: 0x699, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x24', '0xb5', '0x00'], timestamp: 1723602146.377574
id: 0x3a7, data: ['0x82', '0x7b', '0x00', '0xc0', '0x00', '0x04', '0xc2', '0x5a'], timestamp: 1723602146.403075
id: 0x128, data: ['0x74', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602146.4300737
id: 0x6fc, data: ['0x00', '0x08', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602146.4550738
id: 0x218, data: ['0x5b', '0x4f', '0x4b', '0x55', '0x00', '0x00', '0xec', '0x85'], timestamp: 1723602146.4810739
id: 0x37f, data: ['0x25', '0x00', '0x31', '0xd9', '0xa1', '0xbf', '0xe7', '0xf2'], timestamp: 1723602146.505074
id: 0x099, data: ['0x00', '0x00', '0x00', '0x00', '0xf1', '0xd3', '0x00', '0x00'], timestamp: 1723602146.5285738
id: 0x7bb, data: ['0x36', '0x70', '0x4a', '0x00', '0x00', '0xfe', '0x00', '0x12'], timestamp: 1723602146.5525737
id: 0x40f, data: ['0x37', '0x12', '0xd7', '0x04', '0xd7', '0xa3', '0x44', '0x23'], timestamp: 1723602146.5770736
id: 0x392, data: ['0x00', '0xc3', '0x00', '0x00', '0xdd', '0x00', '0x00', '0xb2'], timestamp: 1723602146.602074
id: 0x351, data: ['0x00', '0x00', '0x00', '0x38', '0x00', '0x00', '0x00', '0xdb'], timestamp: 1723602146.627574
id: 0x03d, data: ['0x00', '0xeb', '0x00', '0x00', '0x00', '0x17', '0xba', '0x00'], timestamp: 1723602146.6530747
id: 0x093, data: ['0x00', '0xe7', '0x00', '0x00', '0xdd', '0x00', '0x00', '0x00'], timestamp: 1723602146.6775749
id: 0x751, data: ['0x00', '0x00', '0x00', '0x91', '0xb2', '0x00', '0x00', '0x79'], timestamp: 1723602146.7020736
id: 0x1ed, data: ['0x00', '0xf0', '0x00', '0x00', '0xe5', '0xa1', '0x5a', '0x00'], timestamp: 1723602146.727574
id: 0x277, data: ['0xae', '0x00', '0x3c', '0x71', '0x4a', '0x05', '0x40', '0xcd'], timestamp: 1723602146.7525735
id: 0x02c, data: ['0xf8', '0x00', '0x00', '0x00', '0x23', '0x00', '0x2e', '0x29'], timestamp: 1723602146.7780738
id: 0x5bf, data: ['0xb7', '0x36', '0xf6', '0xc2', '0x00', '0x83', '0x7a', '0x38'], timestamp: 1723602146.8025746
id: 0x15a, data: ['0x00', '0x00', '0xa3', '0x00', '0xda', '0x00', '0x16', '0x00'], timestamp: 1723602146.828574
id: 0x1ee, data: ['0xff', '0x19', '0x00', '0x00', '0x00', '0xeb', '0x00', '0x00'], timestamp: 1723602146.856574
id: 0x5bd, data: ['0x51', '0x00', '0xfb', '0xcc', '0x2a', '0x00', '0x24', '0xf5'], timestamp: 1723602146.8815737
id: 0x480, data: ['0xd6', '0x4d', '0xec', '0x00', '0x7f', '0x3d', '0x00', '0x00'], timestamp: 1723602146.9065738
id: 0x105, data: ['0x12', '0x6b', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602146.9320738
id: 0x259, data: ['0x73', '0x85', '0xe9', '0x1d', '0x17', '0x00', '0x00', '0x86'], timestamp: 1723602146.9565737
id: 0x4a5, data: ['0x07', '0x90', '0x00', '0x00', '0x00', '0x56', '0x00', '0x4d'], timestamp: 1723602146.9810739
id: 0x0ce, data: ['0x56', '0x00', '0xfe', '0x7c', '0xb0', '0x00', '0xc0', '0x9b'], timestamp: 1723602147.006574
id: 0x3a3, data: ['0xd6', '0x00', '0x8d', '0x0f', '0x00', '0x08', '0xc1', '0x00'], timestamp: 1723602147.030574
id: 0x683, data: ['0x00', '0x00', '0x00', '0x00', '0x89', '0x39', '0x6e', '0x13'], timestamp: 1723602147.0545735
id: 0x4e5, data: ['0x00', '0x11', '0xe2', '0xed', '0x84', '0x49', '0x59', '0x00'], timestamp: 1723602147.0790734
id: 0x580, data: ['0xe6', '0x2c', '0x00', '0xa0', '0x00', '0xec', '0x98', '0x32'], timestamp: 1723602147.1040738
id: 0x16b, data: ['0x00', '0x00', '0x00', '0x00', '0xf5', '0x00', '0x00', '0x00'], timestamp: 1723602147.1290753
id: 0x49f, data: ['0x00', '0x00', '0x4c', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602147.154075
id: 0x48e, data: ['0x19', '0xed', '0x9b', '0x47', '0x70', '0x48', '0xf2', '0x84'], timestamp: 1723602147.1805742
id: 0x1cc, data: ['0x00', '0x00', '0x00', '0x6f', '0x00', '0x00', '0xb7', '0x00'], timestamp: 1723602147.2060738
id: 0x74b, data: ['0x4a', '0xd3', '0x7e', '0x1d', '0x19', '0x45', '0x3c', '0xbd'], timestamp: 1723602147.2315738
id: 0x37a, data: ['0x81', '0x00', '0x97', '0x34', '0x22', '0x00', '0x78', '0x9c'], timestamp: 1723602147.259074
id: 0x048, data: ['0x19', '0xc9', '0xc1', '0x3e', '0xd4', '0x0e', '0x00', '0xbd'], timestamp: 1723602147.286574
id: 0x212, data: ['0x89', '0x00', '0x00', '0x00', '0x80', '0xdb', '0x00', '0xb7'], timestamp: 1723602147.3125734
id: 0x660, data: ['0x99', '0x3a', '0xb5', '0xac', '0x00', '0x5b', '0x00', '0x7a'], timestamp: 1723602147.337574
id: 0x467, data: ['0x43', '0x58', '0xfc', '0xbf', '0x11', '0x6e', '0x4c', '0xf4'], timestamp: 1723602147.363574
id: 0x7be, data: ['0x00', '0x00', '0x43', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602147.388575
id: 0x5f0, data: ['0x00', '0x39', '0x52', '0x00', '0x00', '0xa2', '0x00', '0x22'], timestamp: 1723602147.414574
id: 0x03a, data: ['0x3a', '0x00', '0x00', '0x00', '0x5b', '0x2f', '0x75', '0x00'], timestamp: 1723602147.4410737
id: 0x76b, data: ['0x8c', '0x06', '0x02', '0x65', '0xa3', '0xa9', '0x86', '0xe7'], timestamp: 1723602147.4660745
id: 0x665, data: ['0x63', '0x69', '0x26', '0xba', '0x69', '0x22', '0x51', '0x3b'], timestamp: 1723602147.4915736
id: 0x480, data: ['0xc0', '0x00', '0x92', '0x00', '0x4c', '0x4a', '0x00', '0x00'], timestamp: 1723602147.5170736
id: 0x507, data: ['0xa9', '0x47', '0x27', '0xc7', '0x70', '0x27', '0xa4', '0x9d'], timestamp: 1723602147.5425735
id: 0x4ff, data: ['0x5c', '0xec', '0x00', '0x96', '0x00', '0xf3', '0x00', '0x66'], timestamp: 1723602147.5690742
id: 0x169, data: ['0x00', '0x00', '0x00', '0x31', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602147.5940738
id: 0x5a6, data: ['0x00', '0x00', '0x00', '0xe3', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602147.6195738
id: 0x334, data: ['0x00', '0x01', '0x00', '0x00', '0x9f', '0x08', '0x92', '0xef'], timestamp: 1723602147.6445737
id: 0x798, data: ['0x67', '0x1d', '0x31', '0xd5', '0xcc', '0x88', '0x00', '0xfb'], timestamp: 1723602147.6695733
id: 0x048, data: ['0xb0', '0x22', '0x9e', '0x16', '0x09', '0x58', '0x86', '0xa9'], timestamp: 1723602147.6995752
id: 0x2cc, data: ['0x00', '0x00', '0x12', '0x00', '0x00', '0x00', '0x72', '0x00'], timestamp: 1723602147.7260735
id: 0x107, data: ['0x00', '0xd0', '0x00', '0x00', '0x62', '0xdd', '0xaa', '0xfb'], timestamp: 1723602147.7515736
id: 0x650, data: ['0x00', '0x00', '0x00', '0x00', '0x15', '0x98', '0x00', '0x00'], timestamp: 1723602147.7765737
id: 0x021, data: ['0x00', '0xac', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602147.8015742
id: 0x58b, data: ['0x00', '0xb8', '0x00', '0x00', '0xfc', '0x00', '0x00', '0xab'], timestamp: 1723602147.8280735
id: 0x19a, data: ['0x8a', '0x05', '0x51', '0x11', '0x21', '0x37', '0x29', '0xfd'], timestamp: 1723602147.8530755
id: 0x233, data: ['0xd9', '0x00', '0x00', '0xd5', '0x00', '0x31', '0x04', '0x00'], timestamp: 1723602147.8780742
id: 0x66b, data: ['0xa9', '0x22', '0x75', '0xd9', '0xf3', '0x2b', '0xc1', '0x13'], timestamp: 1723602147.9030735
id: 0x464, data: ['0xeb', '0x83', '0x0b', '0x98', '0x5e', '0x75', '0xef', '0xe6'], timestamp: 1723602147.928074
id: 0x234, data: ['0x00', '0x00', '0x00', '0x00', '0x11', '0xfb', '0xbc', '0x00'], timestamp: 1723602147.953574
id: 0x43b, data: ['0x00', '0x00', '0x00', '0x0f', '0x00', '0x64', '0x00', '0x35'], timestamp: 1723602147.9780736
id: 0x6bb, data: ['0xd1', '0x88', '0xc6', '0xdc', '0x7a', '0x57', '0x1b', '0x46'], timestamp: 1723602148.0030746
id: 0x1a6, data: ['0x00', '0xd4', '0x00', '0x00', '0x00', '0x7a', '0x31', '0x04'], timestamp: 1723602148.0270736
id: 0x389, data: ['0x00', '0x00', '0x00', '0x00', '0x09', '0x00', '0x00', '0x00'], timestamp: 1723602148.052074
id: 0x1b8, data: ['0x00', '0x6e', '0x1e', '0x00', '0xa8', '0x2b', '0x00', '0xf7'], timestamp: 1723602148.0780737
id: 0x6e4, data: ['0x4d', '0x3d', '0x69', '0x58', '0xda', '0xce', '0x1b', '0x00'], timestamp: 1723602148.1030731
id: 0x713, data: ['0xf4', '0x65', '0x67', '0xda', '0x92', '0x00', '0x57', '0x8f'], timestamp: 1723602148.1310737
id: 0x064, data: ['0x00', '0x45', '0xb7', '0x60', '0xc1', '0x82', '0xbc', '0xfb'], timestamp: 1723602148.1560745
id: 0x2e0, data: ['0xb2', '0x3b', '0xec', '0x22', '0xfd', '0x9f', '0x03', '0x00'], timestamp: 1723602148.1815743
id: 0x046, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x8e'], timestamp: 1723602148.2085736
id: 0x34c, data: ['0x2f', '0xed', '0x00', '0xd9', '0x47', '0x0a', '0xa5', '0x4d'], timestamp: 1723602148.234574
id: 0x334, data: ['0x00', '0xf6', '0x00', '0x4d', '0x96', '0x32', '0x73', '0xb6'], timestamp: 1723602148.2595737
id: 0x4b9, data: ['0x97', '0x32', '0x97', '0x3f', '0xaa', '0x00', '0x6e', '0x28'], timestamp: 1723602148.2845738
id: 0x1d1, data: ['0x00', '0x00', '0x00', '0x00', '0x85', '0x00', '0xad', '0x00'], timestamp: 1723602148.309074
id: 0x5c3, data: ['0xec', '0x9f', '0x00', '0x1e', '0x00', '0x8f', '0x48', '0x10'], timestamp: 1723602148.3345742
id: 0x5ed, data: ['0x00', '0x00', '0x00', '0x00', '0xf5', '0x00', '0x89', '0xed'], timestamp: 1723602148.360074
id: 0x4db, data: ['0x82', '0xfb', '0x92', '0x00', '0x9f', '0x00', '0x16', '0x5f'], timestamp: 1723602148.387074
id: 0x44e, data: ['0x4d', '0x00', '0x23', '0xf6', '0x2c', '0xad', '0x00', '0xb4'], timestamp: 1723602148.4130733
id: 0x14d, data: ['0x00', '0x00', '0x00', '0x00', '0xfd', '0x00', '0x00', '0x00'], timestamp: 1723602148.4380736
id: 0x2e2, data: ['0x00', '0x00', '0xde', '0x5c', '0xf7', '0x00', '0x38', '0xf2'], timestamp: 1723602148.4650738
id: 0x056, data: ['0x00', '0xeb', '0x4d', '0xb8', '0xe9', '0x00', '0x00', '0x00'], timestamp: 1723602148.492074
id: 0x426, data: ['0x00', '0x00', '0x00', '0x00', '0x0e', '0xb0', '0x00', '0xec'], timestamp: 1723602148.5180738
id: 0x70e, data: ['0xdc', '0x12', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602148.542074
id: 0x095, data: ['0x53', '0x00', '0x9a', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602148.5670755
id: 0x3be, data: ['0x00', '0x00', '0x26', '0x3f', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602148.5930734
id: 0x217, data: ['0xc2', '0x70', '0x00', '0x00', '0x05', '0x00', '0x00', '0x00'], timestamp: 1723602148.618574
id: 0x4c9, data: ['0x5a', '0x6b', '0x00', '0x00', '0x00', '0x4a', '0x00', '0xe2'], timestamp: 1723602148.6430736
id: 0x36e, data: ['0x4a', '0x55', '0xd5', '0x98', '0xc0', '0x8b', '0x20', '0x69'], timestamp: 1723602148.667574
id: 0x01a, data: ['0x53', '0xf8', '0x3c', '0x00', '0x00', '0xde', '0x04', '0xd6'], timestamp: 1723602148.6920738
id: 0x053, data: ['0xa3', '0x00', '0xb9', '0x04', '0x5e', '0xfb', '0x00', '0x54'], timestamp: 1723602148.7175736
id: 0x52c, data: ['0x00', '0xfe', '0xa6', '0x00', '0xdd', '0x00', '0xcc', '0x00'], timestamp: 1723602148.7425737
id: 0x263, data: ['0xf7', '0x00', '0x00', '0xd3', '0x2d', '0x00', '0x00', '0x00'], timestamp: 1723602148.7680738
id: 0x579, data: ['0xe9', '0x00', '0x43', '0x00', '0x20', '0x00', '0xc7', '0x00'], timestamp: 1723602148.7950747
id: 0x60d, data: ['0xc5', '0x9d', '0x00', '0xe0', '0xb1', '0x48', '0xc3', '0x00'], timestamp: 1723602148.8205743
id: 0x615, data: ['0x00', '0xe7', '0xae', '0x73', '0x28', '0x6c', '0x00', '0xe3'], timestamp: 1723602148.8470738
id: 0x637, data: ['0x53', '0x00', '0xf8', '0x9f', '0x01', '0xff', '0xba', '0x36'], timestamp: 1723602148.8720753
id: 0x06b, data: ['0xac', '0x76', '0x00', '0xdf', '0x54', '0xee', '0x72', '0x00'], timestamp: 1723602148.8990738
id: 0x5eb, data: ['0x8e', '0x44', '0x02', '0x00', '0x78', '0x48', '0x37', '0x69'], timestamp: 1723602148.9240758
id: 0x125, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x9f', '0xd0', '0x00'], timestamp: 1723602148.9495735
id: 0x283, data: ['0x00', '0x00', '0x00', '0xa3', '0xe8', '0x00', '0x00', '0x00'], timestamp: 1723602148.9755743
id: 0x4e1, data: ['0x00', '0xd5', '0x00', '0x00', '0xaf', '0x45', '0x00', '0xc9'], timestamp: 1723602149.0015736
id: 0x28e, data: ['0x00', '0x00', '0xa7', '0x5c', '0x66', '0xaf', '0x00', '0x00'], timestamp: 1723602149.0265753
id: 0x655, data: ['0x00', '0xd8', '0x00', '0xa8', '0xe4', '0xeb', '0x00', '0xfc'], timestamp: 1723602149.0545735
id: 0x078, data: ['0xe9', '0x00', '0x0a', '0xea', '0x50', '0x69', '0x45', '0x5e'], timestamp: 1723602149.0800738
id: 0x434, data: ['0xf1', '0x0d', '0x00', '0x91', '0x00', '0x9b', '0x00', '0x00'], timestamp: 1723602149.1060736
id: 0x7e3, data: ['0x5a', '0xbe', '0xfb', '0x05', '0x4d', '0x17', '0x78', '0x61'], timestamp: 1723602149.1310737
id: 0x435, data: ['0xa2', '0xa1', '0xe5', '0x98', '0xb6', '0x3a', '0x69', '0x0e'], timestamp: 1723602149.1565738
id: 0x723, data: ['0x00', '0x00', '0x00', '0x00', '0x01', '0x00', '0x00', '0x11'], timestamp: 1723602149.1815739
id: 0x5da, data: ['0x00', '0x67', '0x66', '0x00', '0xae', '0xb0', '0x78', '0x00'], timestamp: 1723602149.2065737
id: 0x3b7, data: ['0x00', '0x00', '0x00', '0x16', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602149.232074
id: 0x176, data: ['0x00', '0x30', '0x00', '0x30', '0x00', '0x15', '0x00', '0x00'], timestamp: 1723602149.2575736
id: 0x136, data: ['0x1e', '0x65', '0x71', '0x00', '0xdb', '0x00', '0x65', '0x25'], timestamp: 1723602149.2845738
id: 0x102, data: ['0xd0', '0x00', '0xc5', '0x0c', '0x1d', '0x00', '0x79', '0x69'], timestamp: 1723602149.3105743
id: 0x51f, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xb2', '0x00'], timestamp: 1723602149.3365743
id: 0x53b, data: ['0x00', '0x27', '0x4f', '0xed', '0x00', '0x00', '0x9f', '0x06'], timestamp: 1723602149.3620737
id: 0x215, data: ['0x65', '0x42', '0xeb', '0x5d', '0xdd', '0x00', '0xcf', '0x00'], timestamp: 1723602149.3875737
id: 0x0ad, data: ['0xca', '0x11', '0x63', '0x7b', '0xfa', '0xf3', '0x81', '0xf5'], timestamp: 1723602149.413074
id: 0x24c, data: ['0x78', '0x7c', '0xeb', '0xdf', '0x78', '0x00', '0x0c', '0xc2'], timestamp: 1723602149.4385736
id: 0x15f, data: ['0x00', '0x00', '0xc0', '0x00', '0x00', '0xcc', '0x00', '0x00'], timestamp: 1723602149.4655745
id: 0x53f, data: ['0x00', '0x7f', '0xa7', '0x22', '0x00', '0x04', '0x49', '0xe9'], timestamp: 1723602149.490574
id: 0x2af, data: ['0x00', '0xc7', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602149.5160737
id: 0x09f, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xcd', '0x00'], timestamp: 1723602149.5420735
id: 0x323, data: ['0x00', '0x00', '0x00', '0x00', '0x84', '0x00', '0x00', '0x00'], timestamp: 1723602149.567574
id: 0x148, data: ['0xec', '0x00', '0x92', '0x00', '0x00', '0x00', '0x0f', '0x06'], timestamp: 1723602149.5935736
id: 0x57f, data: ['0x89', '0x38', '0xb6', '0x00', '0x0b', '0x66', '0x09', '0x00'], timestamp: 1723602149.6180737
id: 0x4a9, data: ['0x00', '0x28', '0x00', '0xa1', '0x00', '0x00', '0xfd', '0x56'], timestamp: 1723602149.6445737
id: 0x0ad, data: ['0x25', '0x15', '0xd4', '0xbb', '0x52', '0xce', '0x00', '0xa1'], timestamp: 1723602149.6705737
id: 0x0de, data: ['0x06', '0xfb', '0xfc', '0x0e', '0xfe', '0xe2', '0x2b', '0xb3'], timestamp: 1723602149.697074
id: 0x43b, data: ['0x2b', '0xdc', '0xf6', '0x41', '0xc9', '0x00', '0x86', '0xa6'], timestamp: 1723602149.723074
id: 0x0b6, data: ['0x47', '0xbe', '0x00', '0xa2', '0x00', '0xfe', '0x00', '0x28'], timestamp: 1723602149.7485738
id: 0x713, data: ['0xb1', '0x50', '0x57', '0x85', '0x1d', '0x56', '0x81', '0x00'], timestamp: 1723602149.7760735
id: 0x7f4, data: ['0x4e', '0x91', '0x00', '0x88', '0x1e', '0x00', '0x00', '0x00'], timestamp: 1723602149.8005757
id: 0x7fd, data: ['0x00', '0x00', '0x00', '0x00', '0xeb', '0x6d', '0x00', '0x00'], timestamp: 1723602149.8260736
id: 0x78c, data: ['0xd8', '0x79', '0x24', '0x00', '0xc2', '0x00', '0xde', '0x8e'], timestamp: 1723602149.8510737
id: 0x55d, data: ['0x42', '0x9b', '0xca', '0xd2', '0x24', '0x56', '0x30', '0x4a'], timestamp: 1723602149.875074
id: 0x325, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xb5', '0x00'], timestamp: 1723602149.900074
id: 0x706, data: ['0x4b', '0x76', '0x23', '0x1d', '0x00', '0xe2', '0xe6', '0xbd'], timestamp: 1723602149.9265733
id: 0x168, data: ['0x00', '0x38', '0x00', '0x20', '0x19', '0x58', '0x31', '0x00'], timestamp: 1723602149.9530733
id: 0x5f1, data: ['0xf1', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602149.9780738
id: 0x4eb, data: ['0x00', '0x00', '0x0f', '0xc3', '0x45', '0x00', '0xb8', '0x66'], timestamp: 1723602150.0055737
id: 0x676, data: ['0x00', '0x00', '0x00', '0x00', '0xf0', '0xdf', '0xe4', '0x61'], timestamp: 1723602150.0310738
id: 0x422, data: ['0x40', '0x00', '0x5d', '0x90', '0x00', '0x00', '0x00', '0x54'], timestamp: 1723602150.055574
id: 0x145, data: ['0x00', '0x00', '0x56', '0x00', '0x00', '0xc6', '0x7f', '0xcd'], timestamp: 1723602150.0805736
